Title,Podcaster,Author,Ship,Link,Link
Sex and the Art of Castle Maintenance,ETL_Echo_Audiobooks,birdsofshore,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/48798391""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/48798391""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Shampoo,Draco Malfoy Podfics,fallingforfictionalcharacterss,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/1YiaWlpPzLMggDipLL74yt?si=6UHYnHdxSHShUpQkVCRJKQ""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/1YiaWlpPzLMggDipLL74yt?si=6UHYnHdxSHShUpQkVCRJKQ""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Shelf Control,ETL_Echo_Audiobooks,IN_Dreams,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/47475829""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/47475829""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Shooting Star,EllaMcSmellBella,Musyc,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43407658""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43407658""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Silver lime and Thestral hair,ETL_Echo_Audiobooks,gnarf,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/50322067""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/50322067""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Sine Qua Non,JocundaSykes,dracofiend,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/23931601""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/23931601""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Sirius Black, Matchmaker Extraordinaire",peaceinpanem,peaceinpanem,"Sirius Black/Remus Lupin, Regulus Black/James Potter","<a href=""https://archiveofourown.org/works/48264766""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/48264766""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Slithering,lazulus,astolat,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/7694998""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/7694998""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Slowly Toward Desire,ETL_Echo_Audiobooks,Phlox,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41368188""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41368188""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Slytherins Respect Power, Correct?",Heartless Podfics,ATiredAndDeadWriter,Harry Potter/Tom Riddle,"<a href=""https://open.spotify.com/episode/6UVCCKoIE6tPyX1Zsaug5X?si=309b23f3b8384294""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/6UVCCKoIE6tPyX1Zsaug5X?si=309b23f3b8384294""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Snow Fall,ETL_Echo_Audiobooks,senlinyu,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41137668""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41137668""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Snowdeer Charms and Concussions,ETL_Echo_Audiobooks,ArielSakura,Harry Potter/Tom Riddle,"<a href=""https://archiveofourown.org/works/51958093""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/51958093""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Snowfall,EllaMcSmellBella,SenLinYu,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/2YB9kTlk4rIEIJ1x3UefKq?si=7d722f003ac546a9""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/2YB9kTlk4rIEIJ1x3UefKq?si=7d722f003ac546a9""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Sock Snowmen,ETL_Echo_Audiobooks,emeraldlove,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/51957925""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/51957925""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Something About the Muggle Way,ETL_Echo_Audiobooks,ArielSakura,Draco Malfoy/Charlie Weasley,"<a href=""https://archiveofourown.org/works/43313182""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43313182""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Something to Squeal About,sophinisba,Amanuensis ,Cho Chang/Luna Lovegood,"<a href=""https://archiveofourown.org/works/9930272""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/9930272""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Soulmate Flowers,JocundaSykes,Lilian,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/25054021""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/25054021""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Starting Again,micha_making_podfics,tamerofdarkstars,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/1pBgj31YASjNXbLooVcvdb?si=4e6817a81c4946df""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/1pBgj31YASjNXbLooVcvdb?si=4e6817a81c4946df""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
"Statement of Neville Longbottom, File No. 1998/05-2395","Alley_Skywalker, kitartpods (kitsunerei88), peasina",kitsunerei88,Neville Longbottom,"<a href=""https://archiveofourown.org/works/49141465""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/49141465""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Still,reveriepi,alexmeg,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/46519570""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/46519570""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
stood a little while within it,ETL_Echo_Audiobooks,tasteofshapes,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/43521852""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43521852""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Storm In a Teacup,micha_making_podfics,Faith Wood,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/6n4lqyBzYc8wXOP7z72zNf?si=f0a2ea2462224231""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/6n4lqyBzYc8wXOP7z72zNf?si=f0a2ea2462224231""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Strange Birds,EllaMcSmellBella,HeyJude19,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43341369""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43341369""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Sugar Flurries, Candy Storms",ETL_Echo_Audiobooks,mightbewriting,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41137911""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41137911""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Sunshine & Tomatoes,TheseLittleWonders,Colubrina,Luna Lovegood/Theodore Nott,"<a href=""https://archiveofourown.org/works/42405165""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/42405165""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Super Nature,BurningAurora,five_ht,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/1LOociTT0ZaXFy1ZrYIobu?si=c0f69a86629d4f6c""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/1LOociTT0ZaXFy1ZrYIobu?si=c0f69a86629d4f6c""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Surfacing,JocundaSykes,Avioleta,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/38212093""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/38212093""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
survival is a talent,Flowerparrish Pods (Flowerparrish),ShanaStoryteller,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/46208491/chapters/116332000""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/46208491/chapters/116332000""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Switch,ETL_Echo_Audiobooks,"elithien, senlinyu",Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41138709""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41138709""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Sympathy for the Devil,fire_juggler,Writcraft,Scorpius Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/309664""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/309664""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Tailor-Made,The Dramione Archives,thebrightcity,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/3cMsK9x3xTsAC9xVSbZ0nz?si=f3ec4a9ea80947ab""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/3cMsK9x3xTsAC9xVSbZ0nz?si=f3ec4a9ea80947ab""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Take This Longing,picascribit,picascribit,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/936630""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/936630""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Taste Like Hersheys,Heartless Podfics,youaredespicable,Harry Potter/Tom Riddle,"<a href=""https://open.spotify.com/episode/3r7ltRx2mODcCK7ceKvuEq?si=415a18ab459d4a81""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/3r7ltRx2mODcCK7ceKvuEq?si=415a18ab459d4a81""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Taste of Affection,ETL_Echo_Audiobooks,dreamsofdramione,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/42549822""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/42549822""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Teeth,ETL_Echo_Audiobooks,Teeth,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/40894521""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/40894521""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Tell Him,ETL_Echo_Audiobooks,tryslora,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/42900240""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/42900240""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Temptation Waits,ETL_Echo_Audiobooks,Aneiria,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/42285840""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/42285840""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Ten Months,ETL_Echo_Audiobooks,grace_lou_freebush,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41116008""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41116008""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Thameslink, the 07:29",TheseLittleWonders,sweet_s0rr0w,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/41879274""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41879274""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
That Mouth Was Made For Sitting,ETL_Echo_Audiobooks,ambpersand,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/38174017""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/38174017""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"The ""Sweetest, Kindest Person""",Flowerparrish Pods (Flowerparrish),KittyCargo,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/44090097""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/44090097""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
The Adults Guide to Stopping a Wedding,peaceinpanem,peaceinpanem,"Draco Malfoy/Harry Potter, Regulus Black/James Potter, Sirius Black/Remus Lupin","<a href=""https://archiveofourown.org/works/49083463""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/49083463""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
The Art of Seating Etiquette,ETL_Echo_Audiobooks,inadaze22,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41116086""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41116086""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
The Auror Who Cried (Were)Wolf,EllaMcSmellBella,ChaosAndCrumpets,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/50141968""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/50141968""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"the billboard says ""the end is near""",Dramione Podfics,,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/5EV4yCgv4xMCqkT1R2lcmX?si=e55fd0025dea4d26""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/5EV4yCgv4xMCqkT1R2lcmX?si=e55fd0025dea4d26""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
